id,title,date,labels,type
44165,بیانات در دیدار امام جماعت مسجد واشنگتن,1368/11/11,دشمن‌شناسی؛ استکبارستیزی؛ برائت از مشرکین؛ محمد العاصی؛ ,baianat
44166,بیانات در دیدار رئیس مؤسّسه مسلمانان لندن,1368/11/11,حجاب؛ رشد اسلام‌گرایی؛ صدیقی، کلیم؛ ترکیه؛ ,baianat
44167,بیانات در دیدار رهبر جنبش توحید اسلامى لبنان,1368/11/11,دشمن‌شناسی؛ شوروی؛ برائت از مشرکین؛ لبنان؛ ,baianat
2259,بیانات در دیدار مسئولان و کارگزاران نظام جمهورى اسلامى ایران,1368/11/09,عدالت اجتماعی؛ جامعه اسلامی؛ عزت ملی؛ عزت امت اسلامی؛ تجملگرایی؛ پیشرفت علمی ایران؛ عزت حکمت مصلحت؛ حضور مردم در صحنه؛ نظام سرمایه‌داری غرب؛ احساس مسئولیت؛ ارزش‌های انقلاب اسلامی؛ مصالح ملّی؛ مردمی بودن مسئولان؛ ,baianat
2258,بیانات در دیدار نماینده‌ی ولی‌فقیه و مسئولان دفاتر حوزه‌ی نمایندگى ولی‌فقیه در سپاه پاسداران انقلاب اسلامى,1368/11/07,دشمن‌شناسی؛ احساس مسئولیت؛ قدرت تحلیل سیاسی؛ ,baianat
2256,بیانات در دیدار اقشار مختلف مردم,1368/11/04,عبرت‌های انقلاب؛ عزت ملی؛ دستاوردهای انقلاب اسلامی؛ حضور مردم در صحنه؛ حقوق بشر؛ سازش با آمریکا؛ ,baianat
44158,بیانات در دیدار هیئت علماى جبل‌عامل لبنان,1368/11/03,,baianat
2253,بیانات در دیدار مسئولان، اساتید و طلّاب بنیاد فرهنگى باقرالعلوم (علیه السّلام),1368/11/01,تحول در حوزه؛ جامعه اسلامی؛ تفکر توحیدی؛ تاسیس نظام اسلامی؛ ,baianat
2254,بیانات در دیدار وزیر و مسئولان ارشد وزارت کشور و استانداران سراسر کشور,1368/11/01,نصرت الهی؛ مردمی بودن مسئولان؛ ,baianat
2252,بیانات در دیدار جمعى از مداحان اهل‌بیت (علیهم السّلام),1368/10/28,شعر آئینی؛ حقوق بشر؛ اخلاق اجتماعی؛ هنر مداحی؛ ,baianat
2249,بیانات در دیدار و عمامه‌گذارى جمعى از طلّاب به‌مناسبت میلاد حضرت فاطمه‌ زهرا (سلام ا‌لله‌ علیها),1368/10/26,بصیرت؛ منش طلبگی؛ ,baianat
2250,بیانات در دیدار جمعى از بانوان پزشک به‌مناسبت میلاد حضرت فاطمه زهرا (سلام ا‌لله‌ علیها),1368/10/26,آراستگی به فضائل اخلاقی؛ الگوی اسلامی زن؛ حقوق زن؛ پیشرفت علمی ایران؛ حضور مردم در صحنه؛ قدرت تحلیل سیاسی؛ ,baianat
2251,بیانات در دیدار جمعى از بانوان سراسر کشور,1368/10/26,الگوی اسلامی زن؛ الگوی غربی زن؛ حقوق زن؛ زن مسلمان ایرانی؛ حضور مردم در صحنه؛ جاهلیت مدرن؛ ,baianat
2247,بیانات در دیدار اقشار مختلف مردم قم,1368/10/19,حیات طیبه؛ اقتصاد اسلامی؛ امر به معروف و نهی از منکر؛ صدور انقلاب اسلامی؛ شجره‌ طیبه‌ انقلاب‌ اسلامی؛ انقلابیگری؛ نظام سرمایه‌داری غرب؛ ارزش‌های انقلاب اسلامی؛ حماسه نوزدهم دی؛ جاهلیت مدرن؛ زر زور تزویر؛ دیدار مردم قم به‌مناسبت نوزدهم دی؛ ,baianat
2242,بیانات در دیدار اقشار مختلف مردم,1368/10/13,جامعه اسلامی؛ بیداری اسلامی؛ بیداری ملت‌ها؛ ,baianat
2240,بیانات در دیدار اعضاى شوراى مرکزى جامعه‌ی اسلامى فرهنگیان,1368/10/12,قدرت تحلیل سیاسی؛ ,baianat
2238,بیانات در دیدار اقشار مختلف مردم,1368/10/06,اتحاد ملی و انسجام اسلامی؛ عبرت‌های انقلاب؛ وحدت کلمه؛ نظام سلطه؛ استکبارستیزی؛ حضور مردم در صحنه؛ نهضت خدمت‌رسانی؛ حقوق بشر؛ عبرت‌های تاریخ؛ شعار مرگ بر آمریکا؛ اصول انقلاب اسلامی؛ غرب وحشی؛ ,baianat
2237,بیانات در دیدار جمعى از علماى اهل سنّت,1368/10/05,اختلاف‌افکنی؛ دشمن‌شناسی؛ جدایی دین از سیاست؛ اسلام منهای سیاست؛ فقه حکومتی؛ احساس مسئولیت؛ شعار مرگ بر آمریکا؛ وحدت شیعه و سنی؛ ,baianat
2234,بیانات در دیدار جمعى از دانشجویان و طلّاب به‌مناسبت روز وحدت حوزه و دانشگاه,1368/09/29,نظام سلطه؛ جامعه اسلامی؛ دشمن درونی.دشمن بیرونی؛ حرکت علمی ایران؛ روشنفکری؛ پیشرفت علمی ایران؛ فقه حکومتی؛ اخلاق سیاسی؛ احساس مسئولیت؛ وحدت حوزه و دانشگاه؛ تحول‌گرایی؛ ,baianat
2232,بیانات در دیدار اقشار مختلف مردم,1368/09/22,الگوی اسلامی زن؛ اعتماد به خدا؛ حضور مردم در صحنه؛ سرنوشت انقلاب اسلامی؛ قدرت تحلیل سیاسی؛ ,baianat
2231,بیانات در دیدار رئیس و اعضاى شوراى عالى انقلاب فرهنگى,1368/09/21,دانشگاه اسلامی؛ انقلابیگری؛ محاصره اقتصادی؛ جوان مؤمن انقلابی؛ ,baianat
2230,بیانات در دیدار اقشار مختلف مردم و جمعى از پرستاران و مددکاران به‌مناسبت میلاد حضرت زینب (علیها السّلام),1368/09/15,جامعه اسلامی؛ مصرف‌‌گرایی؛ خودکفایی؛ استقلال اقتصادی؛ حضور مردم در صحنه؛ ارزش‌های انقلاب اسلامی؛ هنر انقلابی؛ استقلال فرهنگی؛ ,baianat
2228,بیانات در دیدار اعضاى مجمع نمایندگان طلّاب و فضلاى حوزه‌ی علمیّه‌ی قم,1368/09/07,تحول در حوزه؛ تهاجم فرهنگی؛ شبهه‏‌افکنی؛ اسلام ناب محمدی؛ استعدادهای ناشناخته حوزه؛ منش طلبگی؛ روشنفکری؛ تبلیغ صحیح؛ نظام سرمایه‌داری غرب؛ احساس مسئولیت؛ نقاط قوت جمهوری اسلامی؛ تفکر انقلابی؛ ,baianat
2226,بیانات در دیدار جمعى از بسیجیان سراسر کشور,1368/09/05,تجربه ملت ایران؛ حضور مردم در صحنه؛ احساس مسئولیت؛ دیدار بسیجیان؛ ,baianat
2227,بیانات در دیدار رئیس و مسئولان ارشد بنیاد مستضعفان و جانبازان انقلاب اسلامى,1368/09/05,قانون‌‌گرایی؛ خودکفایی؛ ,baianat
2224,بیانات در دیدار اقشار مختلف مردم,1368/09/01,عبرت‌های انقلاب؛ حمایت از تولید ملی؛ عزت ملی؛ کالای داخلی؛ نماز جمعه؛ اسلام آمریکایی؛ اسلام ناب محمدی؛ استقلال اقتصادی؛ پیشرفت علمی ایران؛ سرنوشت امت اسلامی؛ مقاومت ملت ایران؛ استقلال فرهنگی؛ حفظ نظام اسلامی؛ کارگزاران نظام؛ روحانیون؛ ائمه‌ جمعه؛ عبرت‌های تاریخ؛ اقشار مختلف مردم؛ سازش با آمریکا؛ ,baianat
11062,بیانات پس از بازدید از ستاد کلّ سپاه پاسداران انقلاب اسلامى,1368/08/29,سیاسی‌‌بازی و سیاسی‌‌کاری؛ پاسداری از انقلاب اسلامی؛ قدرت تحلیل سیاسی؛ ,baianat
2223,بیانات در دیدار اقشار مختلف مردم,1368/08/24,افکار عمومی؛ انزوای سیاسی؛ اسلام ناب محمدی؛ مقاومت ملت ایران؛ زر زور تزویر؛ ,baianat
2219,بیانات در دیدار جمعى از مدیران، نویسندگان و هنرمندان حوزه‌ی هنرى سازمان تبلیغات اسلامى,1368/08/21,خط امام؛ هنر انقلابی؛ کرامت انسان؛ حوزه هنری سازمان تبلیغات اسلامی؛ تفکر انقلابی؛ ,baianat
2217,بیانات در دیدار جمعى از دانش‌آموزان و دانشجویان سراسر کشور به‌مناسبت روز ملّى مبارزه با آمریکا,1368/08/10,نظام سلطه؛ خط امام؛ سلطه‌پذیری؛ دانشگاه اسلامی؛ حضور مردم در صحنه؛ مقاومت ملت ایران؛ حفظ نظام اسلامی؛ جوان مؤمن انقلابی؛ هویت انقلابی؛ زر زور تزویر؛ دیدار ۱۳آبان؛ ,baianat
2216,بیانات در دیدار فرماندهان ارشد نیروهاى مسلّح,1368/08/09,شایسته‌سالاری؛ سرنوشت انقلاب اسلامی؛ ,baianat
2211,بیانات در دیدار اقشار مختلف مردم,1368/08/03,اهداف نظام جمهوری اسلامی؛ جامعه اسلامی؛ افکار عمومی؛ منافع ملی؛ بنیادگرایی؛ انس با قرآن؛ محاصره اقتصادی؛ یأس مسلمین؛ روحانیون؛ ائمه‌ جمعه؛ تعامل با دنیا؛ جوان مؤمن انقلابی؛ نفوذ دشمن؛ اقشار مختلف مردم؛ ,baianat
2208,بیانات در دیدار اعضای بنیاد دایرةالمعارف اسلامی,1368/07/30,مرجعیت علمی؛ اتقان علمی؛ ,baianat
2207,خطبه‌های نماز جمعه‌ی تهرا‌ن,1368/07/28,اعتماد مردم به نظام اسلامی؛ جامعه اسلامی؛ نماز جمعه؛ افکار عمومی؛ دستاوردهای انقلاب اسلامی؛ هویت اسلامی؛ اقتدار نظامی؛ دستاوردهای ملت ایران؛ حسن ظن به خدا؛ سرنوشت امت اسلامی؛ احساس مسئولیت؛ ارزش‌های انقلاب اسلامی؛ اخلاق اجتماعی؛ اقتدار اقتصادی؛ مقاومت ملت ایران؛ اقشار مختلف مردم؛ غیرت انقلابی؛ سازش با آمریکا؛ ,baianat
2206,بیانات در دیدار اقشار مختلف مردم در سالروز میلاد پیامبر اکرم و حضرت امام جعفر صادق (صلوات ا‌لله‌ علیهما),1368/07/26,جامعه اسلامی؛ ,baianat
2204,بیانات در دیدار اقشار مختلف مردم,1368/07/24,اختلاف‌افکنی؛ تهاجم فرهنگی؛ بصیرت؛ تبلیغ صحیح؛ زر زور تزویر؛ وحدت شیعه و سنی؛ ,baianat
2203,بیانات در دیدار جمعى از روحانیّون و اقشار مختلف مردم رفسنجان,1368/07/21,وحدت کلمه؛ مقاومت ملت ایران؛ ,baianat
2201,بیانات در دیدار اقشار مختلف مردم,1368/07/19,اختلاف‌افکنی؛ استکبارستیزی؛ جهاد سیاسی؛ آخوند درباری؛ حضور مردم در صحنه؛ مقاومت ملت ایران؛ وحدت شیعه و سنی؛ اصول انقلاب اسلامی؛ ,baianat
2198,بیانات پس از بازدید  از دانشگاه علوم نظامى نیروى زمینى ارتش جمهورى اسلامى ایران,1368/07/13,آرمانخواهی؛ نظام سلطه؛ سلطه‌پذیری؛ استحکام ساخت درونی؛ ,baianat
2197,بیانات در دیدار اقشار مختلف مردم,1368/07/12,بیداری اسلامی؛ اسلام ناب محمدی؛ محاصره اقتصادی؛ مصالح ملّی؛ ,baianat
2195,بیانات در دیدار رئیس دولت موقّت و رهبران مجاهدین افغانستان,1368/07/11,اختلاف‌افکنی؛ افغانستان؛ سرنوشت امت اسلامی؛ وحدت شیعه و سنی؛ ,baianat
2193,بیانات در مراسم اعطاى نشان به فرماندهان عملیّات بیت‌المقدّس,1368/07/05,تجربه ملت ایران؛ حضور مردم در صحنه؛ اعطای نشان فتح؛ ,baianat
2194,بیانات در دیدار اقشار مختلف مردم,1368/07/05,اختلاف‌افکنی؛ وحدت کلمه؛ منافع ملی؛ اتقان کاری؛ انقلابیگری؛ مقاومت ملت ایران؛ مصالح ملّی؛ جوان مؤمن انقلابی؛ نفوذ دشمن؛ وحدت شیعه و سنی؛ ,baianat
2186,بیانات در دیدار اقشار مختلف مردم,1368/06/29,اربعین حسینی؛ حضور مردم در صحنه؛ ,baianat
2182,بیانات در دیدار اقشار مختلف مردم,1368/06/22,عوام و خواص؛ اقتدار ملی؛ همت مضاعف و کار مضاعف؛ نخبگان خطاکار؛ استکبارستیزی؛ هویت اسلامی؛ محاصره اقتصادی؛ اقتدار نظامی؛ مقاومت ملت ایران؛ مصالح ملّی؛ تعامل با دنیا؛ شعار مرگ بر آمریکا؛ ,baianat
2180,بیانات در دیدار رئیس و مسئولان ارشد قوّه‌ی قضائیّه,1368/06/20,مفاسد اقتصادی؛ قانون‌شکنی؛ قانون‌‌گرایی؛ وجدان کاری؛ گفتمان عدالت؛ اقتدار قضایی؛ ,baianat
2170,بیانات در دیدار رئیس‌جمهور و اعضاى هیئت دولت,1368/06/08,آرمانخواهی؛ احساس مسئولیت؛ مصالح ملّی؛ ,baianat
